Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
24/11/1997,Tottenham,CrystalPalace,0,1,A
23/11/1997,Leeds,WestHamUnited,3,1,H
22/11/1997,AstonVilla,Everton,2,1,H
22/11/1997,Blackburn,Chelsea,1,0,H
22/11/1997,Derby,Coventry,3,1,H
22/11/1997,Leicester,Bolton,0,0,D
22/11/1997,Liverpool,Barnsley,0,1,A
22/11/1997,Newcastle,Southampton,2,1,H
22/11/1997,SheffieldWeds,Arsenal,2,0,H
22/11/1997,Wimbledon,ManchesterUnited,2,5,A
10/11/1997,Leicester,Wimbledon,0,1,A
09/11/1997,Arsenal,ManchesterUnited,3,2,H
09/11/1997,Chelsea,WestHamUnited,2,1,H
08/11/1997,Blackburn,Everton,3,2,H
08/11/1997,Coventry,Newcastle,2,2,D
08/11/1997,CrystalPalace,AstonVilla,1,1,D
08/11/1997,Leeds,Derby,4,3,H
08/11/1997,Liverpool,Tottenham,4,0,H
08/11/1997,SheffieldWeds,Bolton,5,0,H
08/11/1997,Southampton,Barnsley,4,1,H
02/11/1997,Everton,Southampton,0,2,A
01/11/1997,AstonVilla,Chelsea,0,2,A
01/11/1997,Barnsley,Blackburn,1,1,D
01/11/1997,Bolton,Liverpool,1,1,D
01/11/1997,Derby,Arsenal,3,0,H
01/11/1997,ManchesterUnited,SheffieldWeds,6,1,H
01/11/1997,Newcastle,Leicester,3,3,D
01/11/1997,Tottenham,Leeds,0,1,A
01/11/1997,Wimbledon,Coventry,1,2,A
27/10/1997,Leicester,WestHamUnited,2,1,H
26/10/1997,Arsenal,AstonVilla,0,0,D
26/10/1997,Bolton,Chelsea,1,0,H
25/10/1997,Coventry,Everton,0,0,D
25/10/1997,Liverpool,Derby,4,0,H
25/10/1997,ManchesterUnited,Barnsley,7,0,H
25/10/1997,Newcastle,Blackburn,1,1,D
25/10/1997,SheffieldWeds,CrystalPalace,1,3,A
25/10/1997,Southampton,Tottenham,3,2,H
25/10/1997,Wimbledon,Leeds,1,0,H
22/10/1997,Derby,Wimbledon,1,1,D
20/10/1997,Barnsley,Coventry,2,0,H
19/10/1997,Tottenham,SheffieldWeds,3,2,H
18/10/1997,AstonVilla,Wimbledon,1,2,A
18/10/1997,Blackburn,Southampton,1,0,H
18/10/1997,Chelsea,Leicester,1,0,H
18/10/1997,CrystalPalace,Arsenal,0,0,D
18/10/1997,Derby,ManchesterUnited,2,2,D
18/10/1997,Everton,Liverpool,2,0,H
18/10/1997,Leeds,Newcastle,4,1,H
18/10/1997,WestHamUnited,Bolton,3,0,H
06/10/1997,Leicester,Derby,1,2,A
05/10/1997,Liverpool,Chelsea,4,2,H
04/10/1997,Arsenal,Barnsley,5,0,H
04/10/1997,Bolton,AstonVilla,0,1,A
04/10/1997,Coventry,Leeds,0,0,D
04/10/1997,ManchesterUnited,CrystalPalace,2,0,H
04/10/1997,Newcastle,Tottenham,1,0,H
04/10/1997,SheffieldWeds,Everton,3,1,H
04/10/1997,Southampton,WestHamUnited,3,0,H
04/10/1997,Wimbledon,Blackburn,0,1,A
28/09/1997,Blackburn,Coventry,0,0,D
27/09/1997,AstonVilla,SheffieldWeds,2,2,D
27/09/1997,Barnsley,Leicester,0,2,A
27/09/1997,Chelsea,Newcastle,1,0,H
27/09/1997,CrystalPalace,Bolton,2,2,D
27/09/1997,Derby,Southampton,4,0,H
27/09/1997,Everton,Arsenal,2,2,D
27/09/1997,Leeds,ManchesterUnited,1,0,H
27/09/1997,Tottenham,Wimbledon,0,0,D
27/09/1997,WestHamUnited,Liverpool,2,1,H
24/09/1997,Arsenal,WestHamUnited,4,0,H
24/09/1997,Coventry,CrystalPalace,1,1,D
24/09/1997,Leicester,Blackburn,1,1,D
24/09/1997,ManchesterUnited,Chelsea,2,2,D
24/09/1997,Newcastle,Everton,1,0,H
24/09/1997,SheffieldWeds,Derby,2,5,A
24/09/1997,Southampton,Leeds,0,2,A
23/09/1997,Bolton,Tottenham,1,1,D
23/09/1997,Wimbledon,Barnsley,4,1,H
22/09/1997,Liverpool,AstonVilla,3,0,H
21/09/1997,Chelsea,Arsenal,2,3,A
20/09/1997,AstonVilla,Derby,2,1,H
20/09/1997,Bolton,ManchesterUnited,0,0,D
20/09/1997,Everton,Barnsley,4,2,H
20/09/1997,Leeds,Leicester,0,1,A
20/09/1997,SheffieldWeds,Coventry,0,0,D
20/09/1997,Southampton,Liverpool,1,1,D
20/09/1997,Tottenham,Blackburn,0,0,D
20/09/1997,WestHamUnited,Newcastle,0,1,A
20/09/1997,Wimbledon,CrystalPalace,0,1,A
14/09/1997,Blackburn,Leeds,3,4,A
13/09/1997,Arsenal,Bolton,4,1,H
13/09/1997,Barnsley,AstonVilla,0,3,A
13/09/1997,Coventry,Southampton,1,0,H
13/09/1997,CrystalPalace,Chelsea,0,3,A
13/09/1997,Derby,Everton,3,1,H
13/09/1997,Leicester,Tottenham,3,0,H
13/09/1997,Liverpool,SheffieldWeds,2,1,H
13/09/1997,ManchesterUnited,WestHamUnited,2,1,H
13/09/1997,Newcastle,Wimbledon,1,3,A
01/09/1997,Bolton,Everton,0,0,D
30/08/1997,Arsenal,Tottenham,0,0,D
30/08/1997,AstonVilla,Leeds,1,0,H
30/08/1997,Chelsea,Southampton,4,2,H
30/08/1997,CrystalPalace,Blackburn,1,2,A
30/08/1997,Derby,Barnsley,1,0,H
30/08/1997,ManchesterUnited,Coventry,3,0,H
30/08/1997,SheffieldWeds,Leicester,1,0,H
30/08/1997,WestHamUnited,Wimbledon,3,1,H
27/08/1997,Barnsley,Bolton,2,1,H
27/08/1997,Coventry,WestHamUnited,1,1,D
27/08/1997,Everton,ManchesterUnited,0,2,A
27/08/1997,Leicester,Arsenal,3,3,D
27/08/1997,Southampton,CrystalPalace,1,0,H
27/08/1997,Tottenham,AstonVilla,3,2,H
27/08/1997,Wimbledon,Chelsea,0,2,A
26/08/1997,Leeds,Liverpool,0,2,A
25/08/1997,Blackburn,SheffieldWeds,7,2,H
24/08/1997,Barnsley,Chelsea,0,6,A
23/08/1997,Blackburn,Liverpool,1,1,D
23/08/1997,Coventry,Bolton,2,2,D
23/08/1997,Everton,WestHamUnited,2,1,H
23/08/1997,Leeds,CrystalPalace,0,2,A
23/08/1997,Leicester,ManchesterUnited,0,0,D
23/08/1997,Newcastle,AstonVilla,1,0,H
23/08/1997,Southampton,Arsenal,1,3,A
23/08/1997,Tottenham,Derby,1,0,H
23/08/1997,Wimbledon,SheffieldWeds,1,1,D
13/08/1997,AstonVilla,Blackburn,0,4,A
13/08/1997,Liverpool,Leicester,1,2,A
13/08/1997,ManchesterUnited,Southampton,1,0,H
13/08/1997,SheffieldWeds,Leeds,1,3,A
13/08/1997,WestHamUnited,Tottenham,2,1,H
12/08/1997,CrystalPalace,Barnsley,0,1,A
11/08/1997,Arsenal,Coventry,2,0,H
10/08/1997,Tottenham,ManchesterUnited,0,2,A
09/08/1997,Barnsley,WestHamUnited,1,2,A
09/08/1997,Blackburn,Derby,1,0,H
09/08/1997,Coventry,Chelsea,3,2,H
09/08/1997,Everton,CrystalPalace,1,2,A
09/08/1997,Leeds,Arsenal,1,1,D
09/08/1997,Leicester,AstonVilla,1,0,H
09/08/1997,Newcastle,SheffieldWeds,2,1,H
09/08/1997,Southampton,Bolton,0,1,A
09/08/1997,Wimbledon,Liverpool,1,1,D
11/05/1997,AstonVilla,Southampton,1,0,H
11/05/1997,Blackburn,Leicester,2,4,A
11/05/1997,Derby,Arsenal,1,3,A
11/05/1997,Everton,Chelsea,1,2,A
11/05/1997,Leeds,Middlesbrough,1,1,D
11/05/1997,ManchesterUnited,WestHamUnited,2,0,H
11/05/1997,Newcastle,Nott'mForest,5,0,H
11/05/1997,SheffieldWeds,Liverpool,1,1,D
11/05/1997,Tottenham,Coventry,1,2,A
11/05/1997,Wimbledon,Sunderland,1,0,H
08/05/1997,Blackburn,Middlesbrough,0,0,D
08/05/1997,ManchesterUnited,Newcastle,0,0,D
07/05/1997,Leicester,SheffieldWeds,1,0,H
06/05/1997,WestHamUnited,Newcastle,0,0,D
06/05/1997,Wimbledon,Liverpool,2,1,H
05/05/1997,ManchesterUnited,Middlesbrough,3,3,D
03/05/1997,Arsenal,Newcastle,0,1,A
03/05/1997,Chelsea,Leeds,0,0,D
03/05/1997,Coventry,Derby,1,2,A
03/05/1997,Leicester,ManchesterUnited,2,2,D
03/05/1997,Liverpool,Tottenham,2,1,H
03/05/1997,Middlesbrough,AstonVilla,3,2,H
03/05/1997,Nott'mForest,Wimbledon,1,1,D
03/05/1997,Southampton,Blackburn,2,0,H
03/05/1997,Sunderland,Everton,3,0,H
03/05/1997,WestHamUnited,SheffieldWeds,5,1,H
24/04/1997,Tottenham,Middlesbrough,1,0,H
23/04/1997,Derby,Nott'mForest,0,0,D
23/04/1997,Leicester,WestHamUnited,0,1,A
22/04/1997,Blackburn,SheffieldWeds,4,1,H
22/04/1997,Leeds,AstonVilla,0,0,D
22/04/1997,Sunderland,Southampton,0,1,A
22/04/1997,Wimbledon,Chelsea,0,1,A
21/04/1997,Coventry,Arsenal,1,1,D
19/04/1997,Arsenal,Blackburn,1,1,D
19/04/1997,AstonVilla,Tottenham,1,1,D
19/04/1997,Chelsea,Leicester,2,1,H
19/04/1997,Liverpool,ManchesterUnited,1,3,A
19/04/1997,Middlesbrough,Sunderland,0,1,A
19/04/1997,Newcastle,Derby,3,1,H
19/04/1997,Nott'mForest,Leeds,1,1,D
19/04/1997,SheffieldWeds,Wimbledon,3,1,H
19/04/1997,Southampton,Coventry,2,2,D
19/04/1997,WestHamUnited,Everton,2,2,D
16/04/1997,Everton,Liverpool,1,1,D
16/04/1997,Newcastle,Chelsea,3,1,H
16/04/1997,Wimbledon,Leeds,2,0,H
13/04/1997,SheffieldWeds,Newcastle,1,1,D
13/04/1997,Sunderland,Liverpool,1,2,A
12/04/1997,Arsenal,Leicester,2,0,H
12/04/1997,Blackburn,ManchesterUnited,2,3,A
12/04/1997,Derby,AstonVilla,2,1,H
12/04/1997,Everton,Tottenham,1,0,H
12/04/1997,Southampton,WestHamUnited,2,0,H
09/04/1997,Coventry,Chelsea,3,1,H
09/04/1997,Derby,Southampton,1,1,D
09/04/1997,Everton,Leicester,1,1,D
09/04/1997,SheffieldWeds,Tottenham,2,1,H
09/04/1997,WestHamUnited,Middlesbrough,0,0,D
09/04/1997,Wimbledon,AstonVilla,0,2,A
07/04/1997,Leeds,Blackburn,0,0,D
06/04/1997,Liverpool,Coventry,1,2,A
05/04/1997,AstonVilla,Everton,3,1,H
05/04/1997,Chelsea,Arsenal,0,3,A
05/04/1997,ManchesterUnited,Derby,2,3,A
05/04/1997,Newcastle,Sunderland,1,1,D
05/04/1997,Nott'mForest,Southampton,1,3,A
05/04/1997,Tottenham,Wimbledon,1,0,H
24/03/1997,Arsenal,Liverpool,1,2,A
24/03/1997,Middlesbrough,Nott'mForest,1,1,D
23/03/1997,Wimbledon,Newcastle,1,1,D
22/03/1997,Blackburn,AstonVilla,0,2,A
22/03/1997,Coventry,WestHamUnited,1,3,A
22/03/1997,Derby,Tottenham,4,2,H
22/03/1997,Everton,ManchesterUnited,0,2,A
22/03/1997,Middlesbrough,Chelsea,1,0,H
22/03/1997,SheffieldWeds,Leeds,2,2,D
22/03/1997,Southampton,Leicester,2,2,D
22/03/1997,Sunderland,Nott'mForest,1,1,D
19/03/1997,Chelsea,Southampton,1,0,H
19/03/1997,Leicester,Tottenham,1,1,D
19/03/1997,Middlesbrough,Blackburn,2,1,H
18/03/1997,Wimbledon,WestHamUnited,1,1,D
16/03/1997,Chelsea,Sunderland,6,2,H
15/03/1997,AstonVilla,WestHamUnited,0,0,D
15/03/1997,Blackburn,Wimbledon,3,1,H
15/03/1997,Everton,Derby,1,0,H
15/03/1997,Leicester,Middlesbrough,1,3,A
15/03/1997,ManchesterUnited,SheffieldWeds,2,0,H
15/03/1997,Newcastle,Coventry,4,0,H
15/03/1997,Nott'mForest,Liverpool,1,1,D
15/03/1997,Southampton,Arsenal,0,2,A
15/03/1997,Tottenham,Leeds,1,0,H
12/03/1997,Leeds,Southampton,0,0,D
12/03/1997,SheffieldWeds,Sunderland,2,1,H
12/03/1997,WestHamUnited,Chelsea,3,2,H
11/03/1997,Blackburn,Nott'mForest,1,1,D
10/03/1997,Liverpool,Newcastle,4,3,H
08/03/1997,Arsenal,Nott'mForest,2,0,H
08/03/1997,Coventry,Leicester,0,0,D
08/03/1997,Leeds,Everton,1,0,H
08/03/1997,Sunderland,ManchesterUnited,2,1,H
05/03/1997,Chelsea,Blackburn,1,1,D
05/03/1997,Leicester,AstonVilla,1,0,H
05/03/1997,Middlesbrough,Derby,6,1,H
05/03/1997,Nott'mForest,SheffieldWeds,0,3,A
05/03/1997,Southampton,Everton,2,2,D
04/03/1997,Sunderland,Tottenham,0,4,A
03/03/1997,Coventry,Wimbledon,1,1,D
02/03/1997,AstonVilla,Liverpool,1,0,H
01/03/1997,Blackburn,Sunderland,1,0,H
01/03/1997,Derby,Chelsea,3,2,H
01/03/1997,Everton,Arsenal,0,2,A
01/03/1997,Leeds,WestHamUnited,1,0,H
01/03/1997,ManchesterUnited,Coventry,3,1,H
01/03/1997,Newcastle,Southampton,0,1,A
01/03/1997,SheffieldWeds,Middlesbrough,3,1,H
01/03/1997,Tottenham,Nott'mForest,0,1,A
01/03/1997,Wimbledon,Leicester,1,3,A
26/02/1997,Southampton,Wimbledon,0,0,D
24/02/1997,WestHamUnited,Tottenham,4,3,H
23/02/1997,Arsenal,Wimbledon,0,1,A
22/02/1997,Chelsea,ManchesterUnited,1,1,D
22/02/1997,Coventry,Everton,0,0,D
22/02/1997,Leicester,Derby,4,2,H
22/02/1997,Liverpool,Blackburn,0,0,D
22/02/1997,Middlesbrough,Newcastle,0,1,A
22/02/1997,Nott'mForest,AstonVilla,0,0,D
22/02/1997,Southampton,SheffieldWeds,2,3,A
22/02/1997,Sunderland,Leeds,0,1,A
19/02/1997,Arsenal,ManchesterUnited,1,2,A
19/02/1997,AstonVilla,Coventry,2,1,H
19/02/1997,Derby,SheffieldWeds,2,2,D
19/02/1997,Liverpool,Leeds,4,0,H
15/02/1997,Derby,WestHamUnited,1,0,H
15/02/1997,Tottenham,Arsenal,0,0,D
02/02/1997,Newcastle,Leicester,4,3,H
01/02/1997,AstonVilla,Sunderland,1,0,H
01/02/1997,Blackburn,WestHamUnited,2,1,H
01/02/1997,Derby,Liverpool,0,1,A
01/02/1997,Everton,Nott'mForest,2,0,H
01/02/1997,Leeds,Arsenal,0,0,D
01/02/1997,ManchesterUnited,Southampton,2,1,H
01/02/1997,SheffieldWeds,Coventry,0,0,D
01/02/1997,Tottenham,Chelsea,1,2,A
01/02/1997,Wimbledon,Middlesbrough,1,1,D
29/01/1997,AstonVilla,SheffieldWeds,0,1,A
29/01/1997,Leeds,Derby,0,0,D
29/01/1997,Leicester,Sunderland,1,1,D
29/01/1997,ManchesterUnited,Wimbledon,2,1,H
29/01/1997,Newcastle,Everton,4,1,H
29/01/1997,Nott'mForest,Coventry,0,1,A
29/01/1997,Tottenham,Blackburn,2,1,H
29/01/1997,WestHamUnited,Arsenal,1,2,A
20/01/1997,WestHamUnited,Leeds,0,2,A
19/01/1997,Arsenal,Everton,3,1,H
19/01/1997,Nott'mForest,Tottenham,2,1,H
18/01/1997,Chelsea,Derby,3,1,H
18/01/1997,Coventry,ManchesterUnited,0,2,A
18/01/1997,Leicester,Wimbledon,1,0,H
18/01/1997,Liverpool,AstonVilla,3,0,H
18/01/1997,Middlesbrough,SheffieldWeds,4,2,H
18/01/1997,Southampton,Newcastle,2,2,D
18/01/1997,Sunderland,Blackburn,0,0,D
12/01/1997,Tottenham,ManchesterUnited,1,2,A
11/01/1997,AstonVilla,Newcastle,2,2,D
11/01/1997,Blackburn,Coventry,4,0,H
11/01/1997,Leeds,Leicester,3,0,H
11/01/1997,Liverpool,WestHamUnited,0,0,D
11/01/1997,Middlesbrough,Southampton,0,1,A
11/01/1997,Nott'mForest,Chelsea,2,0,H
11/01/1997,SheffieldWeds,Everton,2,1,H
11/01/1997,Sunderland,Arsenal,1,0,H
11/01/1997,Wimbledon,Derby,1,1,D
01/01/1997,Arsenal,Middlesbrough,2,0,H
01/01/1997,Chelsea,Liverpool,1,0,H
01/01/1997,Coventry,Sunderland,2,2,D
01/01/1997,Everton,Blackburn,0,2,A
01/01/1997,ManchesterUnited,AstonVilla,0,0,D
01/01/1997,Newcastle,Leeds,3,0,H
01/01/1997,WestHamUnited,Nott'mForest,0,1,A
29/12/1996,Southampton,Liverpool,0,1,A
28/12/1996,Arsenal,AstonVilla,2,2,D
28/12/1996,Chelsea,SheffieldWeds,2,2,D
28/12/1996,Coventry,Middlesbrough,3,0,H
28/12/1996,Derby,Blackburn,0,0,D
28/12/1996,Everton,Wimbledon,1,3,A
28/12/1996,Leicester,Nott'mForest,2,2,D
28/12/1996,ManchesterUnited,Leeds,1,0,H
28/12/1996,Newcastle,Tottenham,7,1,H
28/12/1996,WestHamUnited,Sunderland,2,0,H
26/12/1996,AstonVilla,Chelsea,0,2,A
26/12/1996,Blackburn,Newcastle,1,0,H
26/12/1996,Leeds,Coventry,1,3,A
26/12/1996,Liverpool,Leicester,1,1,D
26/12/1996,Middlesbrough,Everton,4,2,H
26/12/1996,Nott'mForest,ManchesterUnited,0,4,A
26/12/1996,SheffieldWeds,Arsenal,0,0,D
26/12/1996,Sunderland,Derby,2,0,H
26/12/1996,Tottenham,Southampton,3,1,H
23/12/1996,Newcastle,Liverpool,1,1,D
22/12/1996,AstonVilla,Wimbledon,5,0,H
21/12/1996,Chelsea,WestHamUnited,3,1,H
21/12/1996,Everton,Leeds,0,0,D
21/12/1996,Leicester,Coventry,0,2,A
21/12/1996,ManchesterUnited,Sunderland,5,0,H
21/12/1996,Nott'mForest,Arsenal,2,1,H
21/12/1996,Southampton,Derby,3,1,H
21/12/1996,Tottenham,SheffieldWeds,1,1,D
18/12/1996,SheffieldWeds,ManchesterUnited,1,1,D
17/12/1996,Coventry,Newcastle,2,1,H
17/12/1996,Liverpool,Nott'mForest,4,2,H
16/12/1996,Derby,Everton,0,1,A
15/12/1996,Sunderland,Chelsea,3,0,H
14/12/1996,Leeds,Tottenham,0,0,D
14/12/1996,Liverpool,Middlesbrough,5,1,H
14/12/1996,Wimbledon,Blackburn,1,0,H
09/12/1996,Nott'mForest,Newcastle,0,0,D
08/12/1996,WestHamUnited,ManchesterUnited,2,2,D
07/12/1996,Arsenal,Derby,2,2,D
07/12/1996,Chelsea,Everton,2,2,D
07/12/1996,Coventry,Tottenham,1,2,A
07/12/1996,Leicester,Blackburn,1,1,D
07/12/1996,Liverpool,SheffieldWeds,0,1,A
07/12/1996,Middlesbrough,Leeds,0,0,D
07/12/1996,Southampton,AstonVilla,0,1,A
07/12/1996,Sunderland,Wimbledon,1,3,A
04/12/1996,Arsenal,Southampton,3,1,H
04/12/1996,WestHamUnited,AstonVilla,0,2,A
03/12/1996,Middlesbrough,Leicester,0,2,A
02/12/1996,Tottenham,Liverpool,0,2,A
01/12/1996,Leeds,Chelsea,2,0,H
30/11/1996,AstonVilla,Middlesbrough,1,0,H
30/11/1996,Blackburn,Southampton,2,1,H
30/11/1996,Derby,Coventry,2,1,H
30/11/1996,Everton,Sunderland,1,3,A
30/11/1996,ManchesterUnited,Leicester,3,1,H
30/11/1996,Newcastle,Arsenal,1,2,A
30/11/1996,SheffieldWeds,WestHamUnited,0,0,D
30/11/1996,Wimbledon,Nott'mForest,1,0,H
25/11/1996,Nott'mForest,Blackburn,2,2,D
24/11/1996,Arsenal,Tottenham,3,1,H
23/11/1996,Chelsea,Newcastle,1,1,D
23/11/1996,Coventry,AstonVilla,1,2,A
23/11/1996,Leicester,Everton,1,2,A
23/11/1996,Liverpool,Wimbledon,1,1,D
23/11/1996,Middlesbrough,ManchesterUnited,2,2,D
23/11/1996,Southampton,Leeds,0,2,A
23/11/1996,Sunderland,SheffieldWeds,1,1,D
23/11/1996,WestHamUnited,Derby,1,1,D
20/11/1996,Liverpool,Everton,1,1,D
18/11/1996,SheffieldWeds,Nott'mForest,2,0,H
17/11/1996,Derby,Middlesbrough,2,1,H
16/11/1996,AstonVilla,Leicester,1,3,A
16/11/1996,Blackburn,Chelsea,1,1,D
16/11/1996,Everton,Southampton,7,1,H
16/11/1996,Leeds,Liverpool,0,2,A
16/11/1996,ManchesterUnited,Arsenal,1,0,H
16/11/1996,Newcastle,WestHamUnited,1,1,D
16/11/1996,Tottenham,Sunderland,2,0,H
16/11/1996,Wimbledon,Coventry,2,2,D
04/11/1996,Everton,Coventry,1,1,D
03/11/1996,Blackburn,Liverpool,3,0,H
03/11/1996,Newcastle,Middlesbrough,3,1,H
02/11/1996,AstonVilla,Nott'mForest,2,0,H
02/11/1996,Derby,Leicester,2,0,H
02/11/1996,Leeds,Sunderland,3,0,H
02/11/1996,ManchesterUnited,Chelsea,1,2,A
02/11/1996,SheffieldWeds,Southampton,1,1,D
02/11/1996,Tottenham,WestHamUnited,1,0,H
02/11/1996,Wimbledon,Arsenal,2,2,D
28/10/1996,Nott'mForest,Everton,0,1,A
27/10/1996,Liverpool,Derby,2,1,H
26/10/1996,Arsenal,Leeds,3,0,H
26/10/1996,Chelsea,Tottenham,3,1,H
26/10/1996,Coventry,SheffieldWeds,0,0,D
26/10/1996,Leicester,Newcastle,2,0,H
26/10/1996,Middlesbrough,Wimbledon,0,0,D
26/10/1996,Southampton,ManchesterUnited,6,3,H
26/10/1996,Sunderland,AstonVilla,1,0,H
26/10/1996,WestHamUnited,Blackburn,2,1,H
20/10/1996,Newcastle,ManchesterUnited,5,0,H
19/10/1996,Arsenal,Coventry,0,0,D
19/10/1996,AstonVilla,Leeds,2,0,H
19/10/1996,Chelsea,Wimbledon,2,4,A
19/10/1996,Middlesbrough,Tottenham,0,3,A
19/10/1996,Nott'mForest,Derby,1,1,D
19/10/1996,SheffieldWeds,Blackburn,1,1,D
19/10/1996,Southampton,Sunderland,3,0,H
19/10/1996,WestHamUnited,Leicester,1,0,H
14/10/1996,Sunderland,Middlesbrough,2,2,D
13/10/1996,Coventry,Southampton,1,1,D
12/10/1996,Blackburn,Arsenal,0,2,A
12/10/1996,Derby,Newcastle,0,1,A
12/10/1996,Everton,WestHamUnited,2,1,H
12/10/1996,Leeds,Nott'mForest,2,0,H
12/10/1996,Leicester,Chelsea,1,3,A
12/10/1996,ManchesterUnited,Liverpool,1,0,H
12/10/1996,Tottenham,AstonVilla,1,0,H
12/10/1996,Wimbledon,SheffieldWeds,4,2,H
30/09/1996,Newcastle,AstonVilla,4,3,H
29/09/1996,ManchesterUnited,Tottenham,2,0,H
29/09/1996,WestHamUnited,Liverpool,1,2,A
28/09/1996,Arsenal,Sunderland,2,0,H
28/09/1996,Chelsea,Nott'mForest,1,1,D
28/09/1996,Coventry,Blackburn,0,0,D
28/09/1996,Derby,Wimbledon,0,2,A
28/09/1996,Everton,SheffieldWeds,2,0,H
28/09/1996,Leicester,Leeds,1,0,H
28/09/1996,Southampton,Middlesbrough,4,0,H
23/09/1996,Wimbledon,Southampton,3,1,H
22/09/1996,Tottenham,Leicester,1,2,A
21/09/1996,AstonVilla,ManchesterUnited,0,0,D
21/09/1996,Blackburn,Everton,1,1,D
21/09/1996,Leeds,Newcastle,0,1,A
21/09/1996,Liverpool,Chelsea,5,1,H
21/09/1996,Middlesbrough,Arsenal,0,2,A
21/09/1996,Nott'mForest,WestHamUnited,0,2,A
21/09/1996,SheffieldWeds,Derby,0,0,D
21/09/1996,Sunderland,Coventry,1,0,H
16/09/1996,Arsenal,SheffieldWeds,4,1,H
15/09/1996,Chelsea,AstonVilla,1,1,D
15/09/1996,Leicester,Liverpool,0,3,A
14/09/1996,Coventry,Leeds,2,1,H
14/09/1996,Derby,Sunderland,1,0,H
14/09/1996,Everton,Middlesbrough,1,2,A
14/09/1996,ManchesterUnited,Nott'mForest,4,1,H
14/09/1996,Newcastle,Blackburn,2,1,H
14/09/1996,Southampton,Tottenham,0,1,A
14/09/1996,WestHamUnited,Wimbledon,0,2,A
09/09/1996,Blackburn,Derby,1,2,A
08/09/1996,Sunderland,WestHamUnited,0,0,D
07/09/1996,AstonVilla,Arsenal,2,2,D
07/09/1996,Leeds,ManchesterUnited,0,4,A
07/09/1996,Liverpool,Southampton,2,1,H
07/09/1996,Middlesbrough,Coventry,4,0,H
07/09/1996,Nott'mForest,Leicester,0,0,D
07/09/1996,SheffieldWeds,Chelsea,0,2,A
07/09/1996,Tottenham,Newcastle,1,2,A
07/09/1996,Wimbledon,Everton,4,0,H
04/09/1996,Arsenal,Chelsea,3,3,D
04/09/1996,Blackburn,Leeds,0,1,A
04/09/1996,Coventry,Liverpool,0,1,A
04/09/1996,Derby,ManchesterUnited,1,1,D
04/09/1996,Everton,AstonVilla,0,1,A
04/09/1996,Middlesbrough,WestHamUnited,4,1,H
04/09/1996,Southampton,Nott'mForest,2,2,D
04/09/1996,Sunderland,Newcastle,1,2,A
04/09/1996,Wimbledon,Tottenham,1,0,H
02/09/1996,SheffieldWeds,Leicester,2,1,H
26/08/1996,Leeds,Wimbledon,1,0,H
25/08/1996,ManchesterUnited,Blackburn,2,2,D
24/08/1996,AstonVilla,Derby,2,0,H
24/08/1996,Chelsea,Coventry,2,0,H
24/08/1996,Leicester,Arsenal,0,2,A
24/08/1996,Liverpool,Sunderland,0,0,D
24/08/1996,Newcastle,SheffieldWeds,1,2,A
24/08/1996,Nott'mForest,Middlesbrough,1,1,D
24/08/1996,Tottenham,Everton,0,0,D
24/08/1996,WestHamUnited,Southampton,2,1,H
21/08/1996,AstonVilla,Blackburn,1,0,H
21/08/1996,Chelsea,Middlesbrough,1,0,H
21/08/1996,Leicester,Southampton,2,1,H
21/08/1996,ManchesterUnited,Everton,2,2,D
21/08/1996,Newcastle,Wimbledon,2,0,H
21/08/1996,Nott'mForest,Sunderland,1,4,A
21/08/1996,Tottenham,Derby,1,1,D
21/08/1996,WestHamUnited,Coventry,1,1,D
20/08/1996,Leeds,SheffieldWeds,0,2,A
19/08/1996,Liverpool,Arsenal,2,0,H
18/08/1996,Southampton,Chelsea,0,0,D
17/08/1996,Arsenal,WestHamUnited,2,0,H
17/08/1996,Blackburn,Tottenham,0,2,A
17/08/1996,Coventry,Nott'mForest,0,3,A
17/08/1996,Derby,Leeds,3,3,D
17/08/1996,Everton,Newcastle,2,0,H
17/08/1996,Middlesbrough,Liverpool,3,3,D
17/08/1996,SheffieldWeds,AstonVilla,2,1,H
17/08/1996,Sunderland,Leicester,0,0,D
17/08/1996,Wimbledon,ManchesterUnited,0,3,A
04/05/1996,Arsenal,Bolton,2,1,H
04/05/1996,Chelsea,Blackburn,2,3,A
04/05/1996,Coventry,Leeds,0,0,D
04/05/1996,Everton,AstonVilla,1,0,H
04/05/1996,ManCity,Liverpool,2,2,D
04/05/1996,Middlesbrough,ManchesterUnited,0,3,A
04/05/1996,Newcastle,Tottenham,1,1,D
04/05/1996,Nott'mForest,QPR,3,0,H
04/05/1996,Southampton,Wimbledon,0,0,D
04/05/1996,WestHamUnited,SheffieldWeds,1,1,D
02/05/1996,Leeds,Tottenham,1,3,A
02/05/1996,Nott'mForest,Newcastle,1,1,D
01/05/1996,Arsenal,Liverpool,0,0,D
29/04/1996,Leeds,Newcastle,0,1,A
28/04/1996,ManchesterUnited,Nott'mForest,5,0,H
27/04/1996,AstonVilla,ManCity,0,1,A
27/04/1996,Blackburn,Arsenal,1,1,D
27/04/1996,Bolton,Southampton,0,1,A
27/04/1996,Liverpool,Middlesbrough,1,0,H
27/04/1996,QPR,WestHamUnited,3,0,H
27/04/1996,SheffieldWeds,Everton,2,5,A
27/04/1996,Tottenham,Chelsea,1,1,D
